NATMON_IND,Indicateur,LOCATION,Pays,TIME,Temps,Value,Flag Codes,Flags,Notes moyennes
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2020,2020,13924.30091,,,10.294352370613613
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2021,2021,7271.59606,,,11.009762797205438
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BDI,Burundi,2017,2017,1736.0,,,14.206470170337187
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BDI,Burundi,2018,2018,1960.0,,,17.31450249159012
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2017,2017,3.0,‡,Estimation ISU,12.688782303903485
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2018,2018,,n,Chiffre nul ou négligeable,13.059655905538909
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2019,2019,2.0,,,13.054729801243868
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2020,2020,,n,Chiffre nul ou négligeable,18.726019267536067
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2021,2021,12.0,,,12.260976062274178
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",GEO,Géorgie,2022,2022,27.0,,,15.624018260131903
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BRA,Brésil,2017,2017,3089.0,,,19.99931147018816
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BRA,Brésil,2018,2018,3016.0,,,17.284654948930182
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BRA,Brésil,2019,2019,2985.0,,,13.363506552969259
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BRA,Brésil,2020,2020,3166.0,,,17.654589703324095
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BRA,Brésil,2021,2021,3188.0,,,19.53915707385609
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",BEL,Belgique,2017,2017,1968.0,,,13.735378071525844
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",BEL,Belgique,2018,2018,1328.0,,,17.080112400693306
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",BEL,Belgique,2019,2019,2227.0,,,10.758042631193891
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",BEL,Belgique,2020,2020,2207.0,,,18.952968367541416
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",BEL,Belgique,2021,2021,2493.0,,,10.96256724624312
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",LIE,Liechtenstein,2017,2017,56.0,,,13.729250962615946
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",LIE,Liechtenstein,2018,2018,57.0,,,15.425058428622357
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",LIE,Liechtenstein,2019,2019,53.0,,,12.63577642450219
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",LIE,Liechtenstein,2020,2020,45.0,,,16.492693259871775
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",LIE,Liechtenstein,2021,2021,41.0,,,15.544287273924114
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2017,2017,,n,Chiffre nul ou négligeable,17.17185240298106
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2018,2018,,n,Chiffre nul ou négligeable,13.541393651221608
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2019,2019,,n,Chiffre nul ou négligeable,15.460138896526734
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2020,2020,,n,Chiffre nul ou négligeable,18.121854001812288
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2021,2021,1.0,,,18.106963460014555
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",BHR,Bahreïn,2022,2022,3.0,,,17.142399748518816
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40650,Océanie,2017,2017,255871.69117,,,15.419358896149795
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40650,Océanie,2018,2018,274480.04105,,,16.732611007744953
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40650,Océanie,2019,2019,294996.9307,,,10.868802901120509
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40650,Océanie,2020,2020,253802.29382,,,14.713172007107325
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40650,Océanie,2021,2021,204016.05228,,,18.60143500304649
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",RUS,Fédération de Russie,2017,2017,1106.0,,,16.073648217266424
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",RUS,Fédération de Russie,2018,2018,1405.0,,,19.4168310582509
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",RUS,Fédération de Russie,2019,2019,1738.0,,,12.621785212940809
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",FIN,Finlande,2017,2017,1831.0,,,10.963018021107754
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",FIN,Finlande,2018,2018,1720.0,,,16.266134356038865
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",FIN,Finlande,2019,2019,1558.0,,,10.909259298203803
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",FIN,Finlande,2020,2020,1306.0,,,17.82135363424416
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",FIN,Finlande,2021,2021,1744.0,,,12.567424081490572
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",LCA,Sainte-Lucie,2017,2017,91.0,,,15.387518584436567
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",LCA,Sainte-Lucie,2018,2018,37.0,,,18.113770403016126
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",LCA,Sainte-Lucie,2019,2019,15.0,,,17.880353687003
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",LCA,Sainte-Lucie,2020,2020,7.0,,,14.959750270792085
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",LCA,Sainte-Lucie,2022,2022,,n,Chiffre nul ou négligeable,19.758464133154728
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40630,Amérique Latine et Caraïbes,2018,2018,24606.06667,,,14.976331570908407
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",EST,Estonie,2017,2017,240.0,,,12.787914166910554
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",EST,Estonie,2018,2018,266.0,,,13.024312445516868
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",EST,Estonie,2019,2019,340.0,,,17.4364272387727
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",EST,Estonie,2020,2020,390.0,,,14.371070388905936
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",EST,Estonie,2021,2021,381.0,,,14.187884847854903
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",MSR,Montserrat,2019,2019,,a,Catégorie sans objet,10.204865952699345
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2017,2017,3.0,,,13.052781604210493
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2018,2018,3.0,,,18.60383079841607
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2019,2019,3.0,,,18.03504498227147
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2020,2020,6.0,,,17.4651085998266
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2021,2021,5.0,,,10.231283866757199
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAC,"Chine, région administrative spéciale de Macao",2022,2022,7.0,,,10.269902914316932
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",SWE,Suède,2017,2017,4415.0,,,13.114649593908826
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",SWE,Suède,2018,2018,4864.0,,,14.744532722181333
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",SWE,Suède,2019,2019,5323.34516,,,19.0974126798627
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",SWE,Suède,2020,2020,5900.98187,,,13.846298160055394
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",SWE,Suède,2021,2021,5313.72649,,,12.885250028628928
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LSO,Lesotho,2017,2017,2.0,,,15.711529683047125
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LSO,Lesotho,2018,2018,,n,Chiffre nul ou négligeable,19.146942995496943
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",GRD,Grenade,2017,2017,2.0,,,17.3863871146225
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",GRD,Grenade,2018,2018,2.0,,,18.566662819793105
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2017,2017,1443.0,,,11.821976449230329
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2018,2018,1335.0,,,11.256644453137923
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2019,2019,1506.0,,,15.44071133688893
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2020,2020,1348.0,,,16.9737082571725
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2021,2021,1868.0,,,19.549880481625316
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",ARM,Arménie,2022,2022,2215.0,,,13.715344084564789
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",BFA,Burkina Faso,2019,2019,,n,Chiffre nul ou négligeable,13.465568522036966
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",BFA,Burkina Faso,2020,2020,,n,Chiffre nul ou négligeable,15.158542979015847
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",BFA,Burkina Faso,2021,2021,,n,Chiffre nul ou négligeable,16.849379367067087
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",BFA,Burkina Faso,2022,2022,,n,Chiffre nul ou négligeable,15.660237771153032
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",NLD,Pays-Bas,2017,2017,45247.0,,,17.230306933325963
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",NLD,Pays-Bas,2019,2019,48827.0,,,13.803149371124904
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40500,Amérique du Nord et Europe occidentale,2017,2017,187988.39547,,,18.621976301852417
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40500,Amérique du Nord et Europe occidentale,2018,2018,196765.37474,,,11.829755935839598
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40500,Amérique du Nord et Europe occidentale,2019,2019,203739.9474,‡,Estimation ISU,13.159046428283279
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40500,Amérique du Nord et Europe occidentale,2020,2020,216721.10449,,,17.736776637703173
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40500,Amérique du Nord et Europe occidentale,2021,2021,206403.31944,,,13.356722539793957
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",HUN,Hongrie,2017,2017,8965.0,,,16.68154602370015
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",HUN,Hongrie,2018,2018,9111.0,,,12.877976092729607
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",HUN,Hongrie,2019,2019,9475.0,,,11.871043424332928
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",HUN,Hongrie,2020,2020,10227.0,,,13.007325639531537
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",HUN,Hongrie,2021,2021,9774.0,,,18.869932970378798
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",CIV,Côte d'Ivoire,2017,2017,4411.0,,,14.60883128691712
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",CIV,Côte d'Ivoire,2019,2019,4650.0,,,12.254151537382285
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",CIV,Côte d'Ivoire,2020,2020,4186.0,,,13.21438589165044
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ROU,Roumanie,2017,2017,58.0,,,10.027709566256819
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ROU,Roumanie,2018,2018,8.0,,,17.558082877570286
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ROU,Roumanie,2019,2019,6.0,,,12.25677452432802
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ROU,Roumanie,2020,2020,6.0,,,15.979210402705025
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ROU,Roumanie,2021,2021,25.0,,,10.251095381771432
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40675,Monde,2017,2017,741373.51517,,,18.344984319735175
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40675,Monde,2018,2018,766036.3123,,,11.87444753636355
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40675,Monde,2020,2020,815802.43698,‡,Estimation ISU,10.0476837776427
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",40618,Asie (centrale et méridionale),2017,2017,17516.8,,,13.011878083654256
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",40618,Asie (centrale et méridionale),2018,2018,15699.4,,,19.204871188372717
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",40618,Asie (centrale et méridionale),2019,2019,25011.0,,,12.626142180446358
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",40618,Asie (centrale et méridionale),2020,2020,55764.0,,,15.034788381179114
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",40618,Asie (centrale et méridionale),2021,2021,77024.0,,,14.072298443577044
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",OMN,Oman,2017,2017,209.0,,,12.942492583320867
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",OMN,Oman,2018,2018,242.0,,,19.273535786015707
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",OMN,Oman,2019,2019,235.0,,,17.889949080537267
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",OMN,Oman,2020,2020,213.0,,,17.619133153738574
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",OMN,Oman,2021,2021,203.0,,,15.261071244812397
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ITA,Italie,2017,2017,527.0,,,18.24861673729837
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ITA,Italie,2018,2018,661.0,,,14.584286582112536
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ITA,Italie,2019,2019,2035.0,,,14.651895504715556
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ITA,Italie,2020,2020,990.0,,,14.937740634134638
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",ITA,Italie,2021,2021,7701.0,,,12.36910225224571
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2017,2017,28.0,,,19.2365185938699
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2018,2018,79.0,,,12.587506748785492
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2019,2019,35.0,,,11.98159499939465
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2020,2020,29.0,,,12.437517933315853
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2021,2021,23.0,,,18.173521165659388
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AZE,Azerbaïdjan,2022,2022,29.0,,,17.685456376763618
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NOR,Norvège,2017,2017,104.0,,,14.271068084560682
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NOR,Norvège,2018,2018,152.0,,,10.137819046245825
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NOR,Norvège,2019,2019,109.0,,,19.757350332508857
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NOR,Norvège,2020,2020,126.0,,,11.325309774903634
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NOR,Norvège,2021,2021,124.0,,,18.514226765922395
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",IDN,Indonésie,2017,2017,279.0,,,17.817230866307526
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",IDN,Indonésie,2018,2018,278.0,,,19.38075781711365
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MDG,Madagascar,2017,2017,2404.0,,,17.733985390852887
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MDG,Madagascar,2018,2018,1935.0,,,13.313715908270286
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MDG,Madagascar,2019,2019,1357.0,,,12.319140434141694
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MDG,Madagascar,2020,2020,245.0,,,13.77690820406415
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MDG,Madagascar,2022,2022,226.0,,,12.030871705166746
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MLT,Malte,2017,2017,593.0,,,17.19574747744951
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MLT,Malte,2018,2018,720.0,,,18.265186324941105
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MLT,Malte,2019,2019,781.0,,,16.46438892397248
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MLT,Malte,2020,2020,833.07143,,,11.860927313091022
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MLT,Malte,2021,2021,1503.0,,,10.373847110286457
